movie_title,genres,title_year,imdb_score,imdb_rating,country,budget,gross,director_name,
12 Years a Slave ,Biography,2013,8.1,8,USA,20000000,56667870,Steve McQueen,
Drumline ,Comedy,2002,5.7,6,USA,20000000,56398162,Charles Stone III,
Why Did I Get Married Too? ,Comedy,2010,4.4,4,USA,20000000,60072596,Tyler Perry,
Edward Scissorhands ,Fantasy,1990,7.9,8,USA,20000000,56362352,Tim Burton,0
Me Before You ,Drama,2016,7.6,8,UK,20000000,56154094,Thea Sharrock,
Madea's Witness Protection ,Comedy,2012,4.8,5,USA,20000000,65623128,Tyler Perry,
Bad Moms ,Comedy,2016,6.7,7,USA,20000000,55461307,Jon Lucas,
Date Movie ,Comedy,2006,2.7,3,USA,20000000,48546578,Aaron Seltzer,
Return to Never Land ,Adventure,2002,5.8,6,USA,20000000,48423368,Robin Budd,
Selma ,Biography,2014,7.5,8,UK,20000000,52066000,Ava DuVernay,
The Jungle Book 2 ,Adventure,2003,5.4,5,USA,20000000,47887943,Steve Trenbirth,
Boogeyman ,Drama,2005,4.1,4,USA,20000000,46363118,Stephen Kay,
Premonition ,Drama,2007,5.9,6,USA,20000000,47852604,Mennan Yapo,
The Tigger Movie ,Animation,2000,6.3,6,USA,30000000,45542421,Jun Falkenstein,
Max ,Adventure,2015,6.8,7,USA,20000000,42652003,Boaz Yakin,
Epic Movie ,Adventure,2007,2.3,2,USA,20000000,39737645,Jason Friedberg,
Conan the Barbarian ,Adventure,1982,6.9,7,USA,20000000,37567440,John Milius,
Spotlight ,Biography,2015,8.1,8,USA,20000000,44988180,Tom McCarthy,
Lakeview Terrace ,Crime,2008,6.1,6,USA,22000000,39263506,Neil LaBute,
The Grudge 2 ,Horror,2006,5,5,USA,20000000,39143839,Takashi Shimizu,
How Stella Got Her Groove Back ,Comedy,1998,5.5,6,USA,20000000,37672350,Kevin Rodney Sullivan,
Bill & Ted's Bogus Journey ,Adventure,1991,6.2,6,USA,20000000,38037513,Peter Hewitt,
Man of the Year ,Comedy,2006,6.2,6,USA,20000000,37442180,Barry Levinson,
The American ,Crime,2010,6.3,6,USA,20000000,35596227,Anton Corbijn,
Selena ,Biography,1997,6.7,7,USA,20000000,35422828,Gregory Nava,
Vampires Suck ,Comedy,2010,3.5,4,USA,20000000,36658108,Jason Friedberg,
Babel ,Drama,2006,7.5,8,France,25000000,34300771,Alejandro G. Iñárritu,
This Is Where I Leave You ,Comedy,2014,6.6,7,USA,19800000,34290142,Shawn Levy,
Doubt ,Drama,2008,7.5,8,USA,20000000,33422556,John Patrick Shanley,
Team America: World Police ,Action,2004,7.2,7,USA,30000000,32774834,Trey Parker,
Texas Chainsaw 3D ,Horror,2013,4.8,5,USA,11000000,34334256,John Luessenhop,
Copycat ,Crime,1995,6.6,7,USA,20000000,32051917,Jon Amiel,
Scary Movie 5 ,Comedy,2013,3.5,4,USA,20000000,32014289,Malcolm D. Lee,
Milk ,Biography,2008,7.6,8,USA,20000000,31838002,Gus Van Sant,
Risen ,Action,2016,6.3,6,USA,20000000,36874745,Kevin Reynolds,
Ghost Ship ,Horror,2002,5.5,6,USA,35000000,30079316,Steve Beck,
A Very Harold & Kumar 3D Christmas ,Adventure,2011,6.3,6,USA,19000000,35033759,Todd Strauss-Schulson,
Wild Things ,Crime,1998,6.5,7,USA,20000000,29753944,John McNaughton,
The Debt ,Drama,2010,6.9,7,USA,20000000,31146570,John Madden,
High Fidelity ,Comedy,2000,7.6,8,UK,20000000,27277055,Stephen Frears,
One Missed Call ,Horror,2008,3.9,4,Japan,27000000,26876529,Eric Valette,
Eye for an Eye ,Crime,1996,6.1,6,USA,20000000,53146000,John Schlesinger,
The Bank Job ,Crime,2008,7.3,7,UK,20000000,30028592,Roger Donaldson,
Eternal Sunshine of the Spotless Mind ,Drama,2004,8.3,8,USA,20000000,34126138,Michel Gondry,
You Again ,Comedy,2010,5.8,6,USA,20000000,25677801,Andy Fickman,
Street Kings ,Action,2008,6.8,7,USA,20000000,26415649,David Ayer,
The World's End ,Action,2013,7,7,UK,20000000,26003149,Edgar Wright,
Nancy Drew ,Comedy,2007,5.9,6,USA,20000000,25584685,Andrew Fleming,
Daybreakers ,Action,2009,6.5,7,Australia,20000000,29975979,Michael Spierig,
She's Out of My League ,Comedy,2010,6.4,6,USA,20000000,31584722,Jim Field Smith,
Monte Carlo ,Adventure,2011,5.8,6,Hungary,20000000,23179303,Thomas Bezucha,
Stay Alive ,Horror,2006,5.1,5,USA,9000000,23078294,William Brent Bell,
Quigley Down Under ,Action,1990,6.8,7,Australia,20000000,21413105,Simon Wincer,
Alpha and Omega ,Adventure,2010,5.3,5,USA,20000000,25077977,Anthony Bell,
The Covenant ,Action,2006,5.3,5,USA,20000000,23292105,Renny Harlin,
Shorts ,Comedy,2009,4.9,5,USA,40000000,20916309,Robert Rodriguez,
To Die For ,Comedy,1995,6.8,7,USA,20000000,21200000,Gus Van Sant,
Nerve ,Adventure,2016,7.1,7,USA,20000000,28876924,Henry Joost,
Vampires ,Action,1998,6.1,6,USA,20000000,20241395,John Carpenter,
Psycho ,Horror,1960,8.5,9,USA,806947,32000000,Alfred Hitchcock,
My Best Friend's Girl ,Comedy,2008,5.9,6,USA,40000000,19151864,Howard Deutch,
Endless Love ,Drama,2014,6.3,6,USA,20000000,23393765,Shana Feste,
Georgia Rule ,Comedy,2007,5.9,6,USA,20000000,18882880,Garry Marshall,
Under the Rainbow ,Comedy,1981,5.4,5,USA,20000000,8500000,Steve Rash,
Simon Birch ,Comedy,1998,6.9,7,USA,30000000,18252684,Mark Steven Johnson,
Reign Over Me ,Drama,2007,7.5,8,USA,20000000,19661987,Mike Binder,
Into the Wild ,Adventure,2007,8.2,8,USA,15000000,18352454,Sean Penn,
School for Scoundrels ,Comedy,2006,5.9,6,USA,20000000,17803796,Todd Phillips,
Silent Hill: Revelation 3D ,Adventure,2012,5,5,France,20000000,17529157,Michael J. Bassett,
From Dusk Till Dawn ,Crime,1996,7.3,7,USA,19000000,25753840,Robert Rodriguez,
Pooh's Heffalump Movie ,Animation,2005,6.4,6,USA,20000000,18081626,Frank Nissen,
Home for the Holidays ,Comedy,1995,6.6,7,USA,20000000,17518220,Jodie Foster,
Kung Fu Hustle ,Action,2004,7.8,8,Hong Kong,20000000,17104669,Stephen Chow,
The Country Bears ,Comedy,2002,4,4,USA,35000000,16988996,Peter Hastings,
The Kite Runner ,Drama,2007,7.6,8,USA,20000000,15797907,Marc Forster,
21 Grams ,Drama,2003,7.7,8,USA,20000000,16248701,Alejandro G. Iñárritu,
Paparazzi ,Action,2004,5.8,6,USA,20000000,15712072,Paul Abascal,
Twilight ,Drama,2008,5.2,5,USA,37000000,191449475,Catherine Hardwicke,
A Guy Thing ,Comedy,2003,5.6,6,USA,20000000,15408822,Chris Koch,
Loser ,Comedy,2000,5.3,5,USA,20000000,15464026,Amy Heckerling,
The Greatest Story Ever Told ,Biography,1965,6.6,7,USA,20000000,8000000,George Stevens,
Disaster Movie ,Comedy,2008,1.9,2,USA,25000000,14174654,Jason Friedberg,
Armored ,Action,2009,5.7,6,USA,27000000,15988876,Nimród Antal,
The Man Who Knew Too Little ,Action,1997,6.6,7,USA,20000000,13801755,Jon Amiel,
What's Your Number? ,Comedy,2011,6,6,USA,20000000,13987482,Mark Mylod,
Lockout ,Action,2012,6.1,6,France,20000000,14291570,James Mather,
Envy ,Comedy,2004,4.8,5,USA,40000000,12181484,Barry Levinson,
Crank: High Voltage ,Action,2009,6.2,6,USA,20000000,13630226,Mark Neveldine,
Bullets Over Broadway ,Comedy,1994,7.5,8,USA,20000000,13383737,Woody Allen,
One Night with the King ,Biography,2006,6.3,6,USA,20000000,13391174,Michael O. Sajbel,
The Quiet American ,Drama,2002,7.1,7,UK,30000000,12987647,Phillip Noyce,
The Weather Man ,Comedy,2005,6.6,7,USA,22000000,12469811,Gore Verbinski,
Undisputed ,Action,2002,6.1,6,USA,20000000,12398628,Walter Hill,
Ghost Town ,Comedy,2008,6.7,7,USA,20000000,13214030,David Koepp,
12 Rounds ,Action,2009,5.6,6,USA,22000000,12232937,Renny Harlin,
Let Me In ,Drama,2010,7.2,7,UK,20000000,12134420,Matt Reeves,
3 Ninjas Kick Back ,Action,1994,4.3,4,USA,20000000,11784000,Charles T. Kanganis,
Be Kind Rewind ,Comedy,2008,6.4,6,UK,20000000,11169531,Michel Gondry,
Mrs Henderson Presents ,Comedy,2005,7.1,7,UK,20000000,11034436,Stephen Frears,
Triple 9 ,Action,2016,6.3,6,USA,20000000,12626905,John Hillcoat,
Deconstructing Harry ,Comedy,1997,7.4,7,USA,20000000,10569071,Woody Allen,
Three to Tango ,Comedy,1999,6.1,6,Australia,20000000,10544143,Damon Santostefano,
Burnt ,Comedy,2015,6.6,7,USA,20000000,13650738,John Wells,
We're No Angels ,Comedy,1989,6,6,USA,20000000,10555348,Neil Jordan,
Everyone Says I Love You ,Comedy,1996,6.8,7,USA,20000000,9714482,Woody Allen,
Death at a Funeral ,Comedy,2007,7.4,7,USA,9000000,8579684,Frank Oz,
Death Sentence ,Action,2007,6.8,7,USA,20000000,9525276,James Wan,
Everybody's Fine ,Adventure,2009,7.2,7,USA,21000000,8855646,Kirk Jones,
Superbabies: Baby Geniuses 2 ,Comedy,2004,1.9,2,Germany,20000000,9109322,Bob Clark,
The Man ,Action,2005,5.5,6,Germany,33000000,8326035,Les Mayfield,
Code Name: The Cleaner ,Action,2007,4.5,5,USA,20000000,8104069,Les Mayfield,
Connie and Carla ,Comedy,2004,6.3,6,USA,20000000,8054280,Michael Lembeck,
Inherent Vice ,Comedy,2014,6.7,7,USA,20000000,8093318,Paul Thomas Anderson,
Doogal ,Adventure,2006,2.8,3,USA,20000000,7382993,Dave Borthwick,
Battle of the Year ,Drama,2013,5,5,USA,20000000,8888355,Benson Lee,
An American Carol ,Comedy,2008,4.3,4,USA,12000000,7001720,David Zucker,
Machete Kills ,Action,2013,5.6,6,Russia,20000000,7268659,Robert Rodriguez,
Willard ,Drama,2003,6.2,6,Canada,22000000,6852144,Glen Morgan,
Strange Wilderness ,Adventure,2008,5.3,5,USA,20000000,6563357,Fred Wolf,
Topsy-Turvy ,Biography,1999,7.4,7,UK,10000000,6201757,Mike Leigh,
Little Boy ,Drama,2015,7.4,7,Mexico,20000000,6420319,Alejandro Monteverde,
A Dangerous Method ,Biography,2011,6.5,7,UK,15000000,5702083,David Cronenberg,
A Scanner Darkly ,Animation,2006,7.1,7,USA,8700000,5480996,Richard Linklater,
Chasing Mavericks ,Biography,2012,7.2,7,USA,20000000,6002756,Michael Apted,
Alone in the Dark ,Horror,2005,2.3,2,Canada,20000000,5132655,Uwe Boll,
Bandslam ,Comedy,2009,6.4,6,USA,20000000,5205343,Todd Graff,
Birth ,Drama,2004,6.1,6,USA,20000000,5005883,Jonathan Glazer,
A Most Violent Year ,Action,2014,7,7,USA,20000000,5749134,J.C. Chandor,
Flash of Genius ,Biography,2008,7,7,USA,20000000,4234040,Marc Abraham,
I'm Not There. ,Biography,2007,7,7,USA,20000000,4001121,Todd Haynes,
The Cold Light of Day ,Action,2012,4.9,5,USA,20000000,3749061,Mabrouk El Mechri,
The Brothers Bloom ,Adventure,2008,6.9,7,USA,20000000,3519627,Rian Johnson,
"Synecdoche, New York ",Comedy,2008,7.5,8,USA,21000000,3081925,Charlie Kaufman,
Bon voyage ,Comedy,2003,6.9,7,France,20000000,2353728,Jean-Paul Rappeneau,
Can't Stop the Music ,Biography,1980,4.5,5,USA,20000000,2000000,Nancy Walker,
The Proposition ,Crime,2005,7.4,7,Australia,2000000,1900725,John Hillcoat,
Courage ,Biography,2015,7,7,USA,20000000,2246000,Angelo Pizzo,
Marci X ,Comedy,2003,2.8,3,USA,20000000,1646664,Richard Benjamin,
Equilibrium ,Action,2002,7.5,8,USA,20000000,1190018,Kurt Wimmer,
The Children of Huang Shi ,Drama,2008,7.1,7,Australia,40000000,1027749,Roger Spottiswoode,
The Yards ,Crime,2000,6.4,6,USA,24000000,882710,James Gray,
The Oogieloves in the Big Balloon Adventure ,Adventure,2012,6.7,7,USA,20000000,1064277,Matthew Diamond,
By the Sea ,Drama,2015,5.3,5,USA,10000000,531009,Angelina Jolie Pitt,
The Game of Their Lives ,Drama,2005,6.2,6,USA,20000000,375474,David Anspaugh,
Rapa Nui ,Action,1994,6.4,6,USA,20000000,305070,Kevin Reynolds,
Les couloirs du temps: Les visiteurs II ,Comedy,1998,6,6,France,140000000,146072,Jean-Marie Poiré,
Dylan Dog: Dead of Night ,Action,2010,5.1,5,USA,20000000,1183354,Kevin Munroe,
People I Know ,Crime,2002,5.5,6,USA,22000000,121972,Daniel Algrant,
The Tempest ,Comedy,2010,5.4,5,USA,20000000,263365,Julie Taymor,
The Painted Veil ,Drama,2006,7.5,8,China,19400000,8047690,John Curran,
The Baader Meinhof Complex ,Action,2008,7.4,7,Germany,20000000,476270,Uli Edel,
Dances with Wolves ,Adventure,1990,8,8,USA,22000000,184208848,Kevin Costner,
Bad Teacher ,Comedy,2011,5.7,6,USA,20000000,100292856,Jake Kasdan,
Sea of Love ,Crime,1989,6.8,7,USA,19000000,58571513,Harold Becker,
A Cinderella Story ,Comedy,2004,5.9,6,USA,20000000,51431160,Mark Rosman,
Scream ,Horror,1996,7.2,7,USA,15000000,103001286,Wes Craven,
Thir13en Ghosts ,Horror,2001,5.5,6,USA,20000000,41867960,Steve Beck,
Back to the Future ,Adventure,1985,8.5,9,USA,19000000,210609762,Robert Zemeckis,
House on Haunted Hill ,Horror,1999,5.6,6,USA,19000000,40846082,William Malone,
I Can Do Bad All by Myself ,Comedy,2009,4.1,4,USA,13000000,51697449,Tyler Perry,
The Switch ,Comedy,2010,6.1,6,USA,19000000,27758465,Josh Gordon,
Just Married ,Comedy,2003,5.4,5,USA,18000000,56127162,Shawn Levy,
The Devil's Double ,Biography,2011,7.1,7,Belgium,15000000,1357042,Lee Tamahori,
Thomas and the Magic Railroad ,Adventure,2000,3.6,4,UK,19000000,15911333,Britt Allcroft,
The Crazies ,Horror,2010,6.5,7,USA,20000000,39103378,Breck Eisner,
Spirited Away ,Adventure,2001,8.6,9,Japan,19000000,10049886,Hayao Miyazaki,
The Bounty ,Action,1984,7,7,UK,25000000,8600000,Roger Donaldson,
The Book Thief ,Drama,2013,7.6,8,USA,19000000,21483154,Brian Percival,
Sex Drive ,Adventure,2008,6.5,7,USA,19000000,8396942,Sean Anders,
Leap Year ,Comedy,2010,6.4,6,USA,19000000,12561,Anand Tucker,
Take Me Home Tonight ,Comedy,2011,6.3,6,USA,23000000,6923891,Michael Dowse,
The Nutcracker ,Family,1993,5.7,6,USA,19000000,2119994,Emile Ardolino,0
Kansas City ,Crime,1996,6.3,6,France,19000000,1292527,Robert Altman,
The Amityville Horror ,Drama,2005,6,6,USA,19000000,64255243,Andrew Douglas,
Adaptation. ,Comedy,2002,7.7,8,USA,19000000,22245861,Spike Jonze,
Land of the Dead ,Horror,2005,6.2,6,Canada,15000000,20433940,George A. Romero,
Fear and Loathing in Las Vegas ,Adventure,1998,7.7,8,USA,18500000,10562387,Terry Gilliam,
The Invention of Lying ,Comedy,2009,6.4,6,USA,18500000,18439082,Ricky Gervais,
Neighbors ,Comedy,2014,6.4,6,USA,18000000,150056505,Nicholas Stoller,
The Mask ,Action,1994,6.9,7,USA,18000000,119938730,Chuck Russell,
Big ,Comedy,1988,7.3,7,USA,18000000,114968774,Penny Marshall,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Comedy,2006,7.3,7,USA,18000000,128505958,Larry Charles,
Legally Blonde ,Comedy,2001,6.2,6,USA,18000000,95001351,Robert Luketic,
Star Trek III: The Search for Spock ,Action,1984,6.6,7,USA,17000000,76400000,Leonard Nimoy,
The Exorcism of Emily Rose ,Drama,2005,6.7,7,USA,20000000,75072454,Scott Derrickson,
Deuce Bigalow: Male Gigolo ,Comedy,1999,5.7,6,USA,17000000,65535067,Mike Mitchell,
Left Behind ,Action,2014,3.1,3,USA,16000000,13998282,Vic Armstrong,
The Family Stone ,Comedy,2005,6.3,6,USA,17000000,6061759,Thomas Bezucha,
Barbershop 2: Back in Business ,Comedy,2004,5.7,6,USA,18000000,64955956,Kevin Rodney Sullivan,
Bad Santa ,Comedy,2003,7.1,7,USA,18000000,60057639,Terry Zwigoff,
Austin Powers: International Man of Mystery ,Comedy,1997,7,7,USA,17000000,53868030,Jay Roach,
My Big Fat Greek Wedding 2 ,Comedy,2016,6.1,6,USA,18000000,59573085,Kirk Jones,
Diary of a Wimpy Kid: Rodrick Rules ,Comedy,2011,6.6,7,USA,21000000,52691009,David Bowers,
Predator ,Action,1987,7.8,8,USA,15000000,59735548,John McTiernan,
Amadeus ,Biography,1984,8.3,8,USA,18000000,51600000,Milos Forman,
Prom Night ,Horror,2008,3.9,4,USA,20000000,43818159,Nelson McCormick,
Mean Girls ,Comedy,2004,7,7,USA,17000000,86049418,Mark Waters,
Under the Tuscan Sun ,Comedy,2003,6.7,7,USA,18000000,43601508,Audrey Wells,
Gosford Park ,Drama,2001,7.3,7,UK,19800000,41300105,Robert Altman,
Peggy Sue Got Married ,Comedy,1986,6.3,6,USA,18000000,41382841,Francis Ford Coppola,
Birdman or (The Unexpected Virtue of Ignorance) ,Comedy,2014,7.8,8,USA,18000000,42335698,Alejandro G. Iñárritu,
Blue Jasmine ,Drama,2013,7.3,7,USA,18000000,33404871,Woody Allen,
United 93 ,Drama,2006,7.6,8,USA,15000000,31471430,Paul Greengrass,
Honey ,Drama,2003,5.3,5,USA,25000000,30222640,Bille Woodruff,
Glory ,Drama,1989,7.9,8,USA,18000000,26830000,Edward Zwick,
Spy Hard ,Action,1996,5.3,5,USA,18000000,26906039,Rick Friedberg,
The Fog ,Fantasy,1980,6.8,7,USA,1000000,21378000,John Carpenter,0
Soul Surfer ,Biography,2011,7.1,7,USA,18000000,43853424,Sean McNamara,
Observe and Report ,Comedy,2009,5.8,6,USA,18000000,23993605,Jody Hill,
Conan the Destroyer ,Action,1984,5.8,6,USA,18000000,26400000,Richard Fleischer,
Raging Bull ,Biography,1980,8.3,8,USA,18000000,45250,Martin Scorsese,
Love Happens ,Drama,2009,5.6,6,USA,18000000,22927390,Brandon Camp,
Young Sherlock Holmes ,Adventure,1985,6.8,7,USA,18000000,4250320,Barry Levinson,
Fame ,Comedy,2009,5,5,USA,18000000,22452209,Kevin Tancharoen,
127 Hours ,Adventure,2010,7.6,8,USA,18000000,18329466,Danny Boyle,
Small Time Crooks ,Comedy,2000,6.7,7,USA,18000000,17071230,Woody Allen,
Center Stage ,Drama,2000,6.7,7,USA,18000000,17174870,Nicholas Hytner,
Love the Coopers ,Comedy,2015,5.7,6,USA,17000000,26284475,Jessie Nelson,
Catch That Kid ,Comedy,2004,5.2,5,USA,18000000,16702864,Bart Freundlich,
Life as a House ,Drama,2001,7.5,8,USA,18000000,15561627,Irwin Winkler,
Steve Jobs ,Biography,2015,7.2,7,UK,30000000,17750583,Danny Boyle,
"I Love You, Beth Cooper ",Comedy,2009,5.3,5,Canada,18000000,14793904,Chris Columbus,
Youth in Revolt ,Comedy,2009,6.5,7,USA,18000000,15281286,Miguel Arteta,
The Legend of the Lone Ranger ,Action,1981,5,5,USA,18000000,8000000,William A. Fraker,
The Tailor of Panama ,Drama,2001,6.1,6,USA,18000000,13491653,John Boorman,
Getaway ,Action,2013,4.4,4,USA,18000000,10494494,Courtney Solomon,
The Ice Storm ,Drama,1997,7.5,8,USA,18000000,7837632,Ang Lee,
And So It Goes ,Comedy,2014,5.7,6,USA,18000000,15155772,Rob Reiner,
Troop Beverly Hills ,Adventure,1989,5.5,6,USA,18000000,8508843,Jeff Kanew,
Being Julia ,Comedy,2004,7.1,7,Canada,18000000,7739049,István Szabó,
9½ Weeks ,Drama,1986,5.9,6,USA,17000000,6734844,Adrian Lyne,
Dragonslayer ,Action,1981,6.7,7,USA,18000000,6000000,Matthew Robbins,
The Last Station ,Biography,2009,7,7,Germany,13000000,6615578,Michael Hoffman,
Ed Wood ,Biography,1994,7.9,8,USA,18000000,5887457,Tim Burton,
Labor Day ,Drama,2013,6.9,7,USA,18000000,13362308,Jason Reitman,
Mongol: The Rise of Genghis Khan ,Adventure,2007,7.3,7,Russia,20000000,5701643,Sergey Bodrov,
RocknRolla ,Action,2008,7.3,7,UK,18000000,5694401,Guy Ritchie,
Megaforce ,Action,1982,3.5,4,USA,20000000,5333658,Hal Needham,
Hamlet ,Drama,1996,7.8,8,UK,18000000,4414535,Kenneth Branagh,
Midnight Special ,Adventure,2016,6.7,7,Greece,18000000,3707794,Jeff Nichols,
Anything Else ,Comedy,2003,6.4,6,USA,18000000,3203044,Woody Allen,
The Railway Man ,Biography,2013,7.1,7,Australia,18000000,4435083,Jonathan Teplitzky,
The White Ribbon ,Drama,2009,7.8,8,Germany,12000000,2222647,Michael Haneke,
The Wraith ,Action,1986,5.9,6,USA,2700000,3500000,Mike Marvin,
The Salton Sea ,Crime,2002,7.2,7,USA,18000000,676698,D.J. Caruso,
One Man's Hero ,Action,1999,6.2,6,Spain,11350000,229311,Lance Hool,
Renaissance ,Action,2006,6.7,7,France,14000000,63260,Christian Volckman,
Superbad ,Comedy,2007,7.6,8,USA,20000000,121463226,Greg Mottola,
Step Up 2: The Streets ,Drama,2008,6.2,6,USA,23000000,58006147,Jon M. Chu,
Hoodwinked! ,Action,2005,6.5,7,USA,17500000,51053787,Cory Edwards,
Hotel Rwanda ,Drama,2004,8.1,8,UK,17500000,23472900,Terry George,
Hitman ,Action,2007,6.3,6,France,24000000,39687528,Xavier Gens,
Black Nativity ,Drama,2013,4.4,4,USA,17500000,7017178,Kasi Lemmons,
City of Ghosts ,Crime,2002,6,6,USA,17500000,325491,Matt Dillon,
The Others ,Fantasy,2001,7.6,8,USA,17000000,96471845,Alejandro Amenábar,0
Aliens ,Action,1986,8.4,8,USA,18500000,85200000,James Cameron,
My Fair Lady ,Drama,1964,7.9,8,USA,17000000,72000000,George Cukor,
I Know What You Did Last Summer ,Horror,1997,5.6,6,USA,17000000,72219395,Jim Gillespie,
Let's Be Cops ,Comedy,2014,6.5,7,USA,17000000,82389560,Luke Greenfield,
Sideways ,Adventure,2004,7.5,8,USA,12000000,71502303,Alexander Payne,
Beerfest ,Comedy,2006,6.3,6,USA,17500000,19179969,Jay Chandrasekhar,
Halloween ,Horror,1978,7.9,8,USA,300000,47000000,John Carpenter,
Hero ,Action,2002,7.9,8,China,31000000,84961,Yimou Zhang,
Good Boy! ,Comedy,2003,5.1,5,USA,17000000,37566230,John Hoffman,
The Best Man Holiday ,Comedy,2013,6.7,7,USA,17000000,70492685,Malcolm D. Lee,
Smokin' Aces ,Action,2006,6.7,7,UK,17000000,35635046,Joe Carnahan,
Saw 3D: The Final Chapter ,Horror,2010,5.6,6,Canada,20000000,45670855,Kevin Greutert,
40 Days and 40 Nights ,Comedy,2002,5.6,6,USA,17000000,37939782,Michael Lehmann,
TRON: Legacy ,Action,2010,6.8,7,USA,170000000,172051787,Joseph Kosinski,
A Night at the Roxbury ,Comedy,1998,6.2,6,USA,17000000,30324946,John Fortenberry,
Beastly ,Drama,2011,5.6,6,USA,17000000,27854896,Daniel Barnz,
The Hills Have Eyes ,Horror,2006,6.4,6,USA,15000000,41777564,Alexandre Aja,
Dickie Roberts: Former Child Star ,Comedy,2003,5.6,6,USA,17000000,22734486,Sam Weisman,
"McFarland, USA ",Biography,2015,7.4,7,USA,17000000,44469602,Niki Caro,
Pitch Perfect ,Comedy,2012,7.2,7,USA,17000000,64998368,Jason Moore,
Summer Catch ,Comedy,2001,4.9,5,USA,34000000,19693891,Michael Tollin,
A Simple Plan ,Crime,1998,7.5,8,UK,17000000,16311763,Sam Raimi,
They ,Horror,2002,4.8,5,USA,17000000,12693621,Robert Harmon,
Larry the Cable Guy: Health Inspector ,Comedy,2006,3.1,3,USA,4000000,15655665,Trent Cooper,
The Adventures of Elmo in Grouchland ,Adventure,1999,5.8,6,USA,17000000,11634458,Gary Halvorson,
Brooklyn's Finest ,Crime,2009,6.7,7,USA,17000000,27154426,Antoine Fuqua,
Evil Dead ,Horror,2013,6.5,7,USA,17000000,54239856,Fede Alvarez,
My Life in Ruins ,Comedy,2009,5.9,6,USA,17000000,8662318,Donald Petrie,
American Dreamz ,Comedy,2006,5.5,6,USA,19000000,7156725,Paul Weitz,
Superman IV: The Quest for Peace ,Action,1987,3.6,4,UK,17000000,15681020,Sidney J. Furie,
Running Scared ,Action,2006,7.4,7,Germany,17000000,6855137,Wayne Kramer,
Shanghai Surprise ,Adventure,1986,3,3,UK,17000000,2315683,Jim Goddard,
The Illusionist ,Drama,2006,7.6,8,USA,16000000,39825798,Neil Burger,
Roar ,Adventure,1981,6.4,6,USA,17000000,2000000,Noel Marshall,
Veronica Guerin ,Biography,2003,6.9,7,Ireland,17000000,1569918,Joel Schumacher,
Escobar: Paradise Lost ,Crime,2014,6.6,7,France,17000000,106869,Andrea Di Stefano,
Southland Tales ,Comedy,2006,5.5,6,France,17000000,273420,Richard Kelly,
The Apparition ,Horror,2012,4.1,4,USA,17000000,4930798,Todd Lincoln,
My Girl ,Comedy,1991,6.8,7,USA,16500000,59847242,Howard Zieff,
Fur: An Imaginary Portrait of Diane Arbus ,Biography,2006,6.5,7,USA,16800000,220914,Steven Shainberg,
The Illusionist ,Drama,2006,7.6,8,USA,16000000,39825798,Neil Burger,
Wall Street ,Crime,1987,7.4,7,USA,15000000,43848100,Oliver Stone,
Sense and Sensibility ,Drama,1995,7.7,8,USA,16500000,42700000,Ang Lee,
Becoming Jane ,Biography,2007,7.1,7,UK,16500000,18663911,Julian Jarrold,
Sydney White ,Comedy,2007,6.3,6,USA,16500000,11702090,Joe Nussbaum,
House of Sand and Fog ,Drama,2003,7.6,8,USA,15000000,13005485,Vadim Perelman,
Dead Poets Society ,Comedy,1989,8,8,USA,16400000,95860116,Peter Weir,
Dumb & Dumber ,Comedy,1994,7.3,7,USA,16000000,127175354,Peter Farrelly,
When Harry Met Sally... ,Comedy,1989,7.6,8,USA,16000000,92823600,Rob Reiner,
The Verdict ,Drama,1982,7.8,8,USA,16000000,54000000,Sidney Lumet,
Road Trip ,Comedy,2000,6.5,7,USA,15600000,68525609,Todd Phillips,
Varsity Blues ,Comedy,1999,6.4,6,USA,16000000,52885587,Brian Robbins,
The Artist ,Comedy,2011,8,8,France,15000000,44667095,Michel Hazanavicius,
The Unborn ,Drama,2009,4.8,5,USA,16000000,42638165,David S. Goyer,
Moonrise Kingdom ,Adventure,2012,7.8,8,USA,16000000,45507053,Wes Anderson,
The Texas Chainsaw Massacre: The Beginning ,Horror,2006,5.9,6,USA,16000000,39511038,Jonathan Liebesman,
The Young Messiah ,Drama,2016,5.4,5,USA,18500000,6462576,Cyrus Nowrasteh,
The Master of Disguise ,Comedy,2002,3.3,3,USA,16000000,40363530,Perry Andelin Blake,
Pan's Labyrinth ,Drama,2006,8.2,8,Spain,13500000,37623143,Guillermo del Toro,
See Spot Run ,Action,2001,5.4,5,USA,35000000,33357476,John Whitesell,
Baby Boy ,Crime,2001,6.4,6,USA,16000000,28734552,John Singleton,
The Roommate ,Drama,2011,4.8,5,USA,16000000,37300107,Christian E. Christiansen,
Joe Dirt ,Adventure,2001,5.9,6,USA,17700000,27087695,Dennie Gordon,
Double Impact ,Action,1991,5.5,6,USA,15000000,30102717,Sheldon Lettich,
Hot Fuzz ,Action,2007,7.9,8,UK,8000000,23618786,Edgar Wright,
The Women ,Comedy,2008,4.9,5,USA,16500000,26896744,Diane English,
Vicky Cristina Barcelona ,Drama,2008,7.2,7,Spain,15500000,23213577,Woody Allen,
Bad Moms ,Comedy,2016,6.7,7,USA,20000000,55461307,Jon Lucas,
